is_offensive,transcription
1,"vai devagar vai devagar piroca tá louca saudade joga contra aborto brasil falou tá aqui falou deixou celular começa embrazar filha puta falou falou deixa começa embaçar ter contato filha puta melhores lançamentos carapicuíba música youtube funk top passa nada pode dar clima solta putaria brasileira né deitado tesão bolado fazendo tudo gosta vai devagar piroca ninguém vai saber nada foda tá louca droga pode largar pior lá vai tá louca droga toda hora diferente marcar tô piroca vai devagar devagar tá chato vizinha tá fazendo fofoca vai devagar devagar piroca tá louca saudade contra aborto brasil hora falou tá aqui falou chupa celular começa embrazar ver filha puta causa falou deixa conversar embora passou contato filha puta igreja né deitado tesão bolado fazendo tudo gosta vai devagar piroca ninguém vai saber nada foda tá louca droga vai largar pior vai fazer vida tá louca droga toda hora tv record marcelo jogador brasileiro vai devagar devagar tá fazendo fofoca hahaha vai devagar devagar piroca tá louca amar verdade deus conta tá botando lucas aqui falou dá falou chupa ver começa embrazar filha puta falou falou deixa começa embaçar ter conversa filha puta melhores lançamento carapicuíba fica youtube funk top"
1,"governo quer aumentar rombo contas públicas quase 000 milhões reais economizar cerca 00 milhões reais equivalente 0,0 % pib pois respeito aumentando cada vez governo arrecadando cada vez menos conta vai fechar novo queremos alcançar meta vamos ter rumo três vezes pior brasil entrará cheque especial quase 000 bilhões reais buraco pode aumentar ainda renegociação dívida estados governo fecha acordo renegociar dívidas estados 00 anos dívidas 00 anos tão jogando bomba lá frente sabe vamos pagar conta otários hashtag todos otários redução emprego generalizada virgem instituto brasileiro geografia estatística pesquisa nacional amostra domicílios contínua conhecida penalidade divulgada nesta quinta-feira mostrou queda recorde emprego carteira assinada recomendo emprego carteira setor privado parabéns dilma conseguiu reduzir desigualdade social desemprego agora todos podido desempregados igualmente quer dizer todos bancos brasileiros graves estados unidos 0000 porque dilma diz gostar banco imagina gostasse hashtag dilmãe banqueiros finalizarmos atenção lula manda sindicalistas cobrar muro prejuízos lava jato consegui recuperar tá bom problema agora queria procurasse força-tarefa procurar juiz moro saber discutindo quanto operação encheu prejuízo economia brasileira cara pau arrombando limites né jararaca economia vai mal causa lava-jato causa esquemas corrupção ajudou instalado país felizmente sendo revelados lava jato portanto presença governo quer carro tapa cara todos brasileiros tira completamente pouca credibilidade brasil relação mundo gangue tô tentando fazer criminalizar legalizar portugal gente vai deixar hashtag lula cadeia votado nenhuma principais notícias dia aí curtiu então sabe né like mesma força quer ver lula cadeia amanhã 00 anos 00 anos tão jogando bomba lá frente sabe vamos pagar conta otários hashtag todos otários redução emprego generalizada instituto brasileiro geografia estatística pesquisa nacional amostra domicílios contínua conhecida pendão divulgada nesta quinta-feira mostrou queda recorde emprego carteira assinada recomendo emprego carteira setor privado parabéns dilma conseguiu reduzir desigualdade social desemprego agora todos fudidos desempregados igualmente quer dizer todos né bancos brasileiros rentáveis estados unidos 0000 dilma diz gostar mim imagina gostasse mãe banqueiros finalizarmos atenção lula manda sindicalistas cobrar muro prejuízo lava jato sei quantos milhões milhões 0 bilhão problema agora queria procurasse força-tarefa procurar juiz mouro saber discutindo quanto operação prejuízo economia brasileira cara pau nesse arrombado limite né jararaca amém economia vai mal causa lava jato causa esquemas corrupção ajudou nesse país felizmente sendo revelados lava jato portanto presença governo quer carro tapa cara todos brasileiros tira completamente pouca credibilidade brasil relação mundo gangue tentando fazer finalizar legalizar idade gente vai deixar hashtag lula cadeia votada nenhuma principais notícias dia aí curtiu então sabe né arregaço like mesma força quer ver lula cadeia amanhã"
1,"irmãos vejo pastor vendendo coisa televisão falando santo porque veio israel travesseiro santo israel caneta ungida rael porra irmão vem tudo china pastor vendendo vassoura ungida aí internet desconfio vem tudo china terra santa pastores israel china pronto falei pastor vai sair daqui ir lá hoje dá irmão homem todo dentro container irmão vem lá china cada caneta 00 centavo vende prato r 000 irmão ano vem terra santa irmãos vi apóstolo leonor truck captou leonor truck vendendo terra fortaleza sião irmão acha mandou trazer terra lá jael fundo marinho irmão terra lá joel toda precisa terra irmão cura deus irmão médico remédio carai aterro gilda irmão preciso ganhar dinheiro quer ganhar dinheiro pede deus abençoar dar saúde quanto saúde pegar enxada irmão tá bom caralho sarabande andré capia banda diz bíblia cada esperto nasce 000 milhões trouxas pronomes capítulo 0000000 versículo 0 mil terra santa terra santa vegas lisboa paris springfield cara labasubia criticando católico causa imagens adora balde terra irmão vai tomar cu abalar sheba pai dia tô indo né pessoal tira sério pai dizem terra santa jerusalém outros dizem terra santa meca porém digo terra todo planeta terra vamos preservar natureza mão cuida bem planeta bebê caralho comer caralho transar caralho amém irmão fizer metade disso tá tudo certo jesus quer falar alguma coisa disse assina embaixo imaginava jesus sabe escrever escreveu livro todo mundo achava jesus dando risada aqui senso humor melhor amém finalizar esqueça três coisas inscrever aqui canal segue instagram roupa apóstolo arnaldo tomar bem meio demanto amém beijo xerebenebia"
1,"humano encontrado américas luzia maior meteorito achado brasil primeiro dinossauro grande porte montado país pois vamos abandonar combinaram aí praticamente acabou tudo toa compro episódio destruição palmira estado islâmico diferença nesse caso feito próprios políticos ineficiência estatal nada disso culpa golpe tirou presidenta inocenta poder 0000 pista puta pois tragédia sendo anunciada menos 00 anos inclusive aviso museu ia pegar fogo dentro tarde além disso piorar últimos 0 anos repasse governo federal caiu metade chegando ser fechado 0000 falta dinheiro portanto papinho aí pedir 0000 cola olha aqui museu nacional menos 0 prédios tesouros culturais científicos país dizimados pouco últimos 00 anos ai tempo aqui teto gastos dia fala né pedido calma filha puta pois pec teto apenas ferramenta evitar governo gasta arrecada prioriza questões realmente importante população saúde segurança educação porque invés priorizar sessenta acabam priorizando si próprios através aumento salarial servidores públicos salários próprios políticos aliás terem ideia tamanho descaso g manutenção museu nacional pulando menos custa porra juiz supremo ficou revoltado calma porque sempre costumo dizer aqui nada tão ruim possa ficar ainda pior coisa credito quiser partidos políticos vão torrar ano dois meio bilhões fundo eleitoral partidário entendeu errado dois meio 00 milhões reais apenas partidos políticos têm propaganda eleitoral dinheiro suficiente sustentar menos 0.000 museus museu nacional rio brando orçamento união definido deputados senadores praticamente todos candidatos aí hoje pedindo voto lamentando terrível incêndio poder ter mudado toda história fizeram juntamente nada respeito lá vem queria dar indireta mito né disse assim museu vai fazer diferença ninguém verdade burro olha aí toma caralhoo primeiro falando apenas mito todos deputados senadores aí disputando algum cargo eletivo segundo desistiu incêndio museu nacional vai fazer diferença ninguém acaba mostrar justamente importância museus ciência história cultura vida brasileiros porque somente pessoas ignorantes dizer bobagem dessas # vamosrenovartudo pois pessoal vez mãos escolhemos candidatos partidos realmente comprometidos reduzir gastos públicos priorizar fato importante população horário história museu valorizando museu tornasse amado tá parecendo muita chuva chuva amavam tanto assim museu referência incêndio grandes proporções destrói museu nacional quinta boa vista 000 anos conhecimento destruindo museu nacional rio janeiro quase completamente devorado povo nesse domingo sabe contato 00 milhões itens catalogados antigo"
1,"banana verde tela preta capinha amiga começa brigar ver vai dar quero saber nível quero tacape pega visão digitei vai falar mãe aracaju tá querendo mesma peró tá querendo tá querendo tá querendo irmã metade daquelas hoje vou dar moral namoral botar peruca toda hoje vou dar moral pois hoje vou dar rolé hoje hoje vou dar olhada nelas hoje papa capim cantando dá mim dá fica indecisa dá mim outra mande dinheiro piranha tempero onde dinheiro piranha ter dinheiro poder mentir mentir rave dia maldade hoje problema ok oque significa melhores lançamentos pipa chica youtube funk top agora banana verde tabela preto capinha amiga começa brigar ver vai dar quero saber dia quero taca pica bh visual desliguei vai falar mãe tá séria janta querendo mãe tá querendo tá querendo tá querendo tá querendo vou dar olhada naquelas hoje vou dar moral namoral vou dar peru hoje vou namorar hoje vou dar rolê hoje vou dar moral hoje vou dar rolé hoje toda hora hoje tá morando capotando dá mim olhar fica indecisa dá mim olhar onde dinheiro piranha tempero onde dinheiro piranhas dinheiro piranha sempre comer mentir maldade hoje problema hoje oque significa vídeo gueto melhores lançamentos pipa jorge fica youtube funk shopping"
1,"fica pé causa prp tudo bem mãe tudo senta irmãos levei mãe postinho médico sus tava sinusite tava sentindo dor remédio dor bunda terminou disso aguentava andar tanta dor lavar sabe tudo feito torturar tá nesse brasil viu série lost então hoje brasil ninguém consegue sair daqui irmão viu brasileiro ilegal qualquer país mundo ninguém quer brasileiro irmão porque vai querer capeta inferno país capeta brasil sente casa irmão vai saber vende amoníaco desses bandidos mim ficar debochando cara gente ninguém entende justiça ainda protege desgraçados irmão cara rouba irmão todo mundo sabe inferno escrito bíblia local tormento sabe aonde fica localizado inferno local físico local geográfico inferno tô desconfiado inferno fica brasil vamos analisar brasil local quente declarar subir violento cheio maldade olha aí mano 00 graus rio janeiro assaltado plena luz dia bala perdida todo lado bandidos andando museus jogo call of duty música ruim inferno porque vai gostar música ruim assim lá inferno tal senta senta senta senta senta senta senta olha fogueira sofá casa senta bunda sofá irmão fica perturbando gente nunca vi funk pé pé pé pé fotos esquarteja fica preso 0 semanas liberado discute vizinho fica preso 00 anos trabalhados trava brasil inferno irmão direito saque nesse país capetas direito nada direito sofrer sabe ditado diz tá inferno abraça capeta então sugiro vai todo mundo brasília abraçar alguém sabe usar gay acho sabe né tô falando códigos parábolas banda barbearia amante irmão sabe algum motivo brasil considerado inferno quero ver opinião aqui comentários inscrito canal inscrito então enche saco nome banda abraçada rap demônio infernos beijo demanto"
1,"boa noite amor boa noite amor vou ter pariu favor posição gente encontrou net tá boa mexe bonito cachorro cochila coisa pélvis bunda preta braço nunca encontra encontrou incrível amor melhor coisa mundo estrada corredor sala sair daqui aresta gente nunca vai encontrar poção vida encontrei vida inteira procurando posição deitada barulhinho gente dormir parece voltei pro outro mãe parece deus abraçando trás disso tá tudo bem agora tá coçando vai continuar coçando vai mexer daqui senti metrô vai acabar disneylândia favor fica quieto aqui esqueci botar despertador botou botou passou esquece promoção ernesto vida sexual consegui promoção amigos vou ficar tudo inveja vai ter tomar banho sal grosso vamos ficar aqui amor deus porque tava casa deixa roubar deixa roubar vamos sair daqui amor deus tô gostoso kkk sabe realmente gente vai ter sair né vamos falar coisa boa então vou ter fazer xixi vai dizer fez xixi antes entrar cama amor deus toma copão del valle tangerina antes dormir desculpa sabia encontrar amor deve doer fala faz aqui faz aqui vou tentar segurar pouco saudade teto quarto menino amor deus enviado deus gente ajudar desliga luz corredor favor posso perder homem desliga tv leva tudo quiser parte dinheiro aqui dúvida quarto gosta dessa casa aqui quarto duplo quarto arujá circulação mapa pedra selva toda feita nova reformada olha delícia questão questão vem todo mobiliado casal sai aí pode mexer preciso saber conta"
1,"jojo todinho defende clipe polêmico nego borel cantora jojo todinho resolveu defender clipe polêmico nego borel solta cantor beijando homem vestido personagem nega boreli entrevista tv nesta sexta-feira dia 0 hoje defender amigo acusações queria aproveitar movimento pessoas dizem nego puxar personagem vi vi quis mostrar aqui comunidade todas formas várias coisas tudo acontece gaiola sobre próprias acusações estaria aproveitando meio gbt promover sing arrasou viado jojo negou relembrando polêmica palavra baitola ofensa erro babaquinha vinha comentando várias coisas instagram várias pessoas chamou feia aí virei falei vai toda impressão comentei forma ofender sim libertar jojo garante pessoas entenderam outra forma errei ter usado palavra pejorativa ofensa pedi desculpa sujeito errar jojo todinho defende clipe polêmico nego borel cantora jojo todinho resolveu defender clipe polêmico nego borel solta cantor beijando homem vestido personagem nega boreli entrevista tv nesta sexta-feira dia 0 hoje defender amigo acusações queria aproveitar movimento pessoas dizem nego puxar personagem vi vi quis mostrar aqui comunidade todas formas várias coisas tudo acontece gaiola sobre próprias acusações estaria aproveitando meio lgbt promover sing arrasou viado jojo negou polêmica causou palavra baitola ofensa erro babaquinha vinha comentando várias coisas instagram várias pessoas chamou feia aí virei falei vai todo impressão comentei forma ofender sim libertar juju garante pessoas entenderam outra forma errei ter usado palavra pejorativa ofensa pedi desculpa sujeito aí lá"
1,"comprar certo então some quer ficar lado nada mar gente traz aí curte noite fica transe vem mamar deixa mostrar chocar ouvido shitzu flor nasce morre quarto parou cada palavra tirei faz favor cuidado deseja esquecer passado nesse quarto viajando brisa sentir sabor mente kit bebê passa repassa pedacinho nada linda gente mexer comigo palpite beijo fiz convite beijo formas chicbest cama super super diz continuo tosse procura malote chegada pode sair pinote visionário loja onde compro pote direto posto matar todos pouco papo certo então some quer ficar lado nada mar gente transa curte noite entra haze louco vem mamar bom deixa mostro chocar todo ouvido estilo flor pequeno tempo corre cada palavra direito faz favor cuidado desejou esquecer passado nesse quarto viajando anápolis sentir sabor dor aí safado afogando mar teclados peço perdão senhor tudo perdi jogo retrato sempre usei inteligência perca essência passa cada parada amor porque toda grana vai ser consequência guerra teclados peço perdão senhor tudo perdi jogo retrato sempre usei inteligência perca essência passa cada parada amor porque toda grana vai ser sequência"
1,"papai usa arrombado arrombado aí vai lá roubar consegui soltar duas pombas merda fala papai ai deus céu ai deus responde roubado"
1,"morrer calor vamos tudo zero motor câmbio embreagem fazer né titio avô almoço firme forte quanto tá pode nunca pus pois cuida acordo né fazer quê nunca paulo nunca tio foda-se vou lá médico duas vezes lá entendeu senão puder mandar médico gatão aí velho demorou tio outra vida né velho estrada tudo dia começará legal bacana cor vacina morreu puta madre andar 000 km complicado deve ter pode ser melhor aí obrigado obrigado próximo vídeo moça voltou"
1,"dentro cabeça dá tiro dentro dessa verdade jornada vou matar todos dirão piada quero ninguém lado sozinho drogas paga nunca mergulhei vícios oh louco fez sexo peço chocolate louco fez procura saída popular confete dentro água deixa vida pets look look look look look black black black black black black black black black black black buraco agulha família cabide lenços arquitetos quero usar coisa boa voltar terminar rodada terminar ninguém começou rapaz depositou terra quero responder comédia talvez armado preparado logo preto velho dorflex goku black goku black bloc black bloc black bloc black bloc black bloc black bloc black bloc black bloc black bloc black bloc black bloc black quarta ser apesar vira vai matar várias vezes esperar pertence deus carninha pensa melhor gosto cabeça tá falando deu defeito feito colágeno mundo perturbar mudou nunca escuta nesse mundo marcar horário endereço aí jogou entendeu twitch boa ninguém vai tomar banho faço falo podia buscar saída abandona"
1,"programa seguir indicado apenas criança trazendo armamento pessoal tá ar programa bolsonaro vou aí arrumar falha programa peso exato viu todas crianças tá ok contrário daquele palhaço ok dou uns tiros diferente vovó malafaia convidado conta tá casa seguinte hoje muitas brincadeiras legais primeira corrida cavalinhos exército cavalinho chegar primeiro vencedor quer nada vida peza comunista né vovó malafaia mostra prêmios roleta vai lá indonésia portando drogas dependente tontura disputa ligação tá faltando nada tomei amiguinho quanto livre felipe tá tô pensando vagabundo comunista palavreado programa vou casa limpa boca gelatina verdade verdade viu afinal favor liberdade né posso ligar mini tô sabendo bem ainda sei acorda rio janeiro descobrindo bolsonaro sabe museu artes tumblr tá seca desliga moleque dessa moleca quero saber desliga acabou acabou programa novela globo pô acabou acabou chega chega lembre-se melhor jair acostumando bolsonaro semana trazendo armamento favor gravar tocando terror 0"
1,"então tchau tchau tchau pele preta manto coragem funciona movimento viadagem bairro certo dragon moon destino saio salto alto maquiada favela liga macho presta muita atenção tentar iludir vácuo destruição louca preta favelada vou matar ninguém vai dar certo pode ir logo percebi brincadeira vou botar poder ganhar então atenda arrombada pervertida toma veja causa muita escrevendo vou descer chão queria saber primeira comunidade chinela saio salto alto maquiada favela fazendo agora bela ração gato macho alfa fetoproteína mc troia rabeta tabela tá passando tudo lindo cara linda muita atenção sentar observar destruição maluca preta papelada vou passar ninguém vai dar risada brincadeira vou botar poder visitar ainda respirava periferia tá tratando muita lacração tarde tô ouvindo vou descer chão rodrigo rayra 0kg spinner saio salto alto maquiada favela glória ração tarde macho alfa"
1,"aqui tá especialmente ver umas mim vencer cada né constrangedor vem cá batata batata batata ketchup ketchup mostarda vai porra porra porra porra porra porra porra porra porra vamos matar todo mundo usando constrangimento vou dizer porra veio substituir maionese menos gordura rico proteína acelera metabolismo agostinho né segredo bom porra tia lentíssimo senhora achou maravilhoso querido faz 00 anos corto cabelo nunca deixou nenenzinho desse jeito rapaz aqui aí reunião alguns importado né porra porra porra porra povo assim porra liberar deu indústria farmacêutica acredita tô falando gel fixador usando dominou mercado porra agora adianta ficar lá sai constrangimento excelentíssimo gruda duas semanas sair ótimo rotina trabalho 00 horas audiência fico então pode mexer movimento tá transpirava tarde aqui ó porra nenhuma vai ficar senhor biquinho parabéns toda vida nunca vi coisa tão lisinha diferença senhor passou aqui porta passei porra pega né porque passou porta madeira beleza importa nunca vai ter tempinho vai empinar falar bira pode sair tá bonita interessa bicho aqui nessa porra porta agora porra tira lentíssimo sabe trabalho ponte fazer aí pode pedir ajuda ir direto juarez acabou fazer vasectomia duas semanas toda vestimento batente confia mim febre apartamento tô saindo foto planta oração forte tava precisando sabe burra dinamite diferença né gente começou colocar ingrediente novo dizer porra genivaldo falta porradinha tá saindo especial mim bixa cada né constrangedor chupe porra porra porra porra porra porra porra porra tá todo mundo usando constrangimento vou dizer substituir maionese menos gordura rica proteína acelera metabolismo órgãos né sabe doce bom porra notícia letícia achou querido faz 00 anos corto cabelo nunca deixou nenenzinho desse jeito rapaz aqui aí alguns importado né porra porra porra porra assim porra liberar deu indústria farmacêutica acredita tô falando jovem caçador usando volume mercado agora adianta ficar brava sai constrangimento excelentíssimo duas semanas sair vai ser ótimo rotina trabalho 00 horas agência então pode mexer movimentar transpirava tarde aqui ó porra nenhuma vai ser biquinho parabéns toda vida nunca vi porta tão lisinha esc cheirinho estranho senhor passou aqui porta passei porra pega né passou porta madeira beleza importa nunca vai ter fim vai empinar falar bira pode sair tá bonita interessa bicho aqui nessa porra porta agora porra tira lentíssimo sabe trabalho boca fazer aí pode pedir ajuda ir direto juarez acabou fazer vasectomia duas semanas toda vestimento bater mim confia mim febre apartamento tô saindo foto planta porra porra gente começou colocar gerente geral porra volta porradinha"
1,"faz assim ó assim ó desse jeito faz assim assim precisa então desce sobe sobe sobe sobe levanta rabo levanta rabo posição faz assim ó assim ó desse jeito então faz assim desce posição sabe sabe levanta rabão posição levanta rabo posição"
0,"figura grande jogo nestor pitana abertura copa mundo hoje filho jogo vargas opinião fazer afinal melhor pirão italiano direita apaguei ontem capítulo 00 jogos ficou bom copa mundo final próprio sangue nariz desempenho bom nessa copa mundo hoje mal ai demonstrou tava altura desse campeonato opinião interferiu diretamente resultado jogo 00 minutos falta existe rap mente aqui boa tarde companheiros rapidamente pneu trás tudo bem boa tarde todos boa noite aqui muita dúvida acho nesse caso partida lanche atrapalhou ar provérbio brozovic pode ver grisman dá tapa bola resvala gramado aí falta falta vou nessa jogada vamos calma olha dá tapa bola ouvi nada rigorosamente nada nesse valor falta alguém dizer forma tudo bem respeito opinião todo mundo olha marcar foto aí copa mundo amigo copa mundo cara aí azar trás demais conta mano vi então portanto erro crasso erro originou jogada existiu dá adaptar quantas vezes imagina câmera lenta super slow motion outro dia aí vejo the voice agressão certo vê falta aí imagina sequência normal juarez nada nada nada riso material opinião quis simulado acabou resvalando qualquer direito aí peguei apoio acabou caindo árbitro marcou falta jogador proprietário perdeu falta falta originou primeiro talvez vamos colocar colegas conversa acabou analisar ciúme fechado ciúme queria abraço abraço todo tempo escorregou ali ricardo marcador boa noite amigos aí boa tarde aqui todos agradou concordo cima dá toque dá escorregão antes compõem transmissão acha pênalti muita gente achando nada vamos colocar lance tela aí polêmico partida rodrigo bueno né primeiro lance influência var vídeo assistant referee primeiro lance final copa mundo sílaba vá palavra 00 minutos bola escanteio matuidi sai meio área vem frente perigo zagueiro junto levantar braços movimento natural tá baixando braço fita ali mato dilma jogar bola cabeça consegue pinta bola pega forma inesperada zagueiro bosque câmera lenta aumenta campo analisando jogada jogou bola comentar aqui vai entrar campo treinamento experiente olha poesia abaixo faz pinta zagueiro tá falando tá baixando mão vai pular braços baixo lado fazer movimento levantar braço tá baixando mão hora bate cabeça bola pega forma inesperada mão penalti"
0,"louca acha tô louco vivendo louco mundão caminho encontrei ferida tia aí solução disney braço tudo machucar vem dia 00 cantinho peguei caderno sentido palavras luta letra comporta jovem sonhador gosta cantar talento faz tudo amor sempre lindo deus espera hora vai chegar sonho tornar realidade desacreditava acreditar menino andava outro és santo responde momento canta méxico corações influenciam levada tá tudo mudaria algum comentário moleque tarde tô aqui acha tô aqui ligou opinião ajuda nada liga nada nome primo vai achando dou bola tô confirmando aqui dormir falar nenhuma música nova resposta vai ser música nova lucas acha tô louco vivendo louco mundão caminho encontrei ferida achei cura solução converso tudo nunca vi dia 0 cantinho peguei caderno sentido palavras fala letra composta jovem sonhador gosta cantar tá talento faz tudo amor youtube espero hora vai chegar sonho tornar realidade desacreditou vai ter acreditar menino andava abatido misericórdia momento cantar orações diferenciado diferenciado levada funk ostentação portaria comentário moleque disse acha tô aqui ligou pininho ajuda nada enganado nome primo acredita política tanto dou bola tô confirmando aqui falar nenhuma música nova resposta vai ser música nova louco acha tô louco vivendo louco mundão caminho preferida minecraft cura solução tudo machuca vem dia 00 cantinho peguei caderno sentido palavras novo letra jovem sonhador gosta cantar gente faz tudo amor briga entendeu espera hora vai chegar sonho tornar realidade desacreditou acreditar menino andava batido canções esportes momento canta méxico corações diferenciado levada funk consciente contato putaria comentário moleque tarde sol aqui acha tô aqui ligo opinião ajuda nada liga nada nome dessa acreditar política vai achando dou bola confirmar medida ouvi falar mal reconhecer música nova reforma vai ser música nova louvor acha tô louco vivendo louco mundão caminho encontrei ferida achei cura solução cada item braço tudo machucar vem dia 0 cantinho peguei caderno sentido palavras novo letra composta jovem sonhador gosta cantar talento faz tudo amor enviar entendeu espera hora vai chegar sonho tornar realidade desacreditou vai ter acreditar menino andava bate outro tanta gente explode mundo tudo cantar médico corações privilegiado referenciando levada site consultoria comentário moleque tarde acha aqui ligo opinião ajuda nada dá nada nome danilo criticar encontre vai achando dou bola confirmar david dormir fala mal reconhecer música nova resposta vai ser música nova"
0,"avisei vai merda aí vai dar vai dar vai dar boi boi boi toy toy toy toy"
0,"fala galera deu profissional cs go hoje gente vai dar continuidade aqui finalizar série nome posições né aqui último mapa visto ainda ferro né bom gente tá aqui ó base ct aqui cima gente chama macaco gente tá vindo cá abastecer aqui gente casa árvore aqui falou tá árvore ctps posição aqui ai beleza canteirinho cima colocar cima canteiro região aqui gente chama 0d aqui carretel apesar agora encaixam nessa mesa cima caixão antigamente carretel aqui gente chama escuro nilba aquieta fala galera fala deu profissional hoje gente vai dar continuidade aqui finalizar série nome posições né aqui último mapa visto ainda inferno né bom gente tá aqui ó base ct aqui cima gente chama macaco gente tá vindo cá abastecer aqui gente casa árvore aqui falou tá árvore ctps posição aqui aqui beleza canteirinho cima vai ficar cima canteiro região aqui gente chama 0d aqui carretel apesar agora encaixam nesta manhã cima caixão antigamente carretel aqui gente chama escuro nilba aquieta btc 0 cara tá aqui atrás coisa tipo tá fonte tá aqui tá atrás pilar região aqui cantar aqui cima tá cima pt aqui tá cima pt 0 beleza aqui onde planta fonte padrão cai aqui piscina beleza corredora beleza cimento aqui carro apesar ser barril inferno quero carro gente vai ver ainda tá quer muleta meio difícil alguém pega aperta cima gente fez algumas jogadas mtc meio relevante né difícil alguém ali aqui cima árvore árvore aqui aqui onde corredor corredor banana passou cá caverna passou cá meio beleza meio tô falando bactéria aqui hoje cá gente base tr base terra dois acessos sai aqui ó aqui dá acesso meio falso mf chama aqui dá acesso cozinha mim falar contigo cara tá nessa posição aqui aqui casinha tudo beleza aqui casinha nf aqui ó nesse caminho aqui embaixo caminho rato aqui escada mf função nova antigamente carroça aqui campanário campanário região aqui chamo boiler gringa chama-se bóia acostumei acabo dando muitas gringas aqui brasil estima-se canário acho operar né menino aqui beleza aqui nilba tapete aqui corredor d cansado tá mim caras pica aqui fala fala pensando faço parar ali cima então gente sai aqui gente vem aqui meio direita gente região xuxa gente 00 duas porções gás canteiro aqui cima gugu cima embaixo pé embaixo aqui região carroça xuxa ali gente chama areia toda posição aqui cima cima tapete cara tá nessa posição bicicleta aqui cima bike tá aparecendo cabecinha gente fala tá bike tá começou cabecinha chegando aqui bomb beleza arrumar outro bomb escondido caixa central cante padrão aqui aqui cima gente chama cemitério gente passa esquerda gente unip unip hora gente abre sempre cantinho aqui anildo unip lá frente biblioteca aqui arco-íris arco base beleza aqui gente chegou biblioteca duas coisas gente chama corredor passagem quilômetros faz esmalte aqui passar aqui areia dois gente espaço aqui cair tipo 0.0 ainda então basicamente acho nada tô dando olhada mapa segredo enxerga bem fácil jogar poucas porções comunicar bem gigantesca bem rápido incômodas dois beleza então espero gostado gostou deixe like inscreve canal importantes nessa chuva qualquer dúvida deixa comentários sugestão enfim"
0,"fiz vídeo sobre coceira ânus tratamento viu fica vontade clica cima assistir hoje vou falar especificamente sobre causas coceira ânus doutor marcelo werneck projeto tabú então vou direto ponto vamos falar quais causas coceira ânus causa número então presença resíduos fezes limpeza inadequada região ânus uso papel higiênico vai traumatiza região vai causar coceira ânus coceira círculo vicioso coceira pessoa costa escoriações classificação pele causa irritação causa coceira fechando círculo então importante gente cortar círculo meio senão nunca vai melhorar causa número dois doenças região ânus hemorróidas fístulas fissuras podem causar irritação principalmente umidade produzem eleitores doença pele vai manifestar várias áreas corpo pode manifestar ali região ânus causando coceira diarreia exemplo presença fezes líquidas saindo ph ácido causa irritação uso papel higiênico frequente limpar pessoa diarreia vai causando escarificação pele vai causar coceira alimentação alguns alimentos sabidamente causadores coceira ânus achocolatados alimentos cítricos leite derivados cerveja alimentos condimentados então elementos diretamente causam pequenos relaxamento musculatura ânus leva pequenos escapes mantém irritação local assadura dá coceira ânus além disso deficiência algumas vitaminas podem causar pode causar coceira ânus alterações ginecológicas exemplo então mulheres fazer exames dia exemplo doenças sexualmente transmissíveis vaginose vaginite podem aumentar umidade secreção ali região inclusive cândida né fungo pode causar infecção região ânus região quente úmida ambiente favorável desenvolvimento fungos alterações saúde geral então manter exame exame clínico tá tudo dia tá cuidado câncer gente procura google todo mundo achando câncer bem assim né causa frequente causa pode levar coceira região ânus bem agora vamos infecções quais tipos infecção infecção vírus infecção fungos bactérias vermes falei outro vídeo verme conhecido oxiúrus enterobius vermicularis causa coceira região ânus causa famosa frequentes pessoalmente adulto pode causar gente muitas vezes precisa tratar finalizando drogas medicamentos podem causar coceira região ânus muitas vezes irritação direta falei antes relaxamento esfíncter dando pequenos escapes último agora finalizar coceira prática gente apesar tentar fechar todos lá gente consegue definir causa nesse caso tratar medidas gerais tentar melhorar possível curar gente fazer tratamento primeiro tenta descobrir causa gente sabe causa gente faz tratamento direto resolve problema questão círculo vicioso falei início gente descubra causa muitas vezes gente ter outros problemas umidade gente descobre causa gente tratar medidas gerais falei daquele outro vídeo deixa conferir obrigado assistir liga aqui embaixo inscrever fique vontade mandar sugestões tô sempre respondendo próxima"
