is_offensive,description
1,"download - URL artista : mc denny jhowjhow música : piru machuca produção : dj tezinho dj felipe original gênero : funk , putaria , ousadia ano : 0000 todos direitos reservados . copyright francisco garcia - elenco funk ltda . tags kondzilla , legenda funk , detona funk , elenco funk , francisco garcia elenco funk , gr0 explode , funk elite , rw produtora , kl produtora , video clipe , web clip , funk sp , funk rj , funk 0000 , lançamento 0000 , lançamento 0000 , paylist funk pesadona , funk 0000 , set funk 0000 , funk"
1,"velna saindo rapaz meio lento . pra dona jô nada errado , pro valdomiro resposta pra ! pra diverte assistindo multishow , selecionamos melhor programação pra fazer morrer rir ! bem-vindo canal humor multishow . lançamos vídeos todas terças sextas , 00h , aqui youtube . inscreva-se - URL baixe aplicativo vídeos exclusivos , todos dias - URL assista episódios completos mutishow play - URL curta facebook - URL siga twitter - URL confira programação tv : URL"
1,"abrir requeijão"
1,"inscreva-se canal tudo música receba melhores lançamentos . artista/banda : zé paredão link pra baixar : URL música : piroca bonde acompanhe ( tudo mùsica ) redes . facebook : URL instagram : URL mùsica : URL"
1,": : : : : : inscreva-se canal : : : : : : . mete força talento , soca buceta inscreva-se canal , ative notificações receba vídeos antes todo mundo ."
1,"download abaixo ! segue instagram : URL quer ficar atualizado , melhores musicas lançamentos ? inscreva canal ative sininho notificações . curta pagina facebook : URL download : URL"
1,"rir ja sabe né ?"
1,"video editado alan ferreira leia descrição @ david_trapper insta @ dvblackz twitter @ david rapz soundclund parceiros malu00jam ilay chini tio momoshiki kn oficial lipegfx contato EMAIL discord URL"
1,"apoia.se URL caixa postal caixa postal 0000 agf jardim santa mena - guarulhos/sp - cep 000-00000 guilherme marques costa grupo eguinorantes facebook URL página facebook URL twitter instagram eguinorante snapchat guimarquescbr twitch.tv URL gear áudio/vídeo mic lapela sony ecm-cs0 câmera sony alpha a00 filmadora sony hdr-xr 000 consoles xbox one s ( 0tb ) video original : URL"
1,"peça intro aqui : URL"
1,"salve salve rapeize ! letra escrevi pra mostrar parte coisas penso dia dia sempre , 000 % criada mim , feita pra . noiz ! ! letra completa : ( campainha ) - boa tarde , aqui mora senhor luan arêas ? - , memo . - recebemos denúncias senhor agindo louco - ahn ? ! - viemos aqui interná-lo ! ! - ahhhhh , cês devem tá palhaçada possível cara quer pegar , 00 anos histórias agora notar , pai loko , sempre jogado nascer claro ia ser ruim prego entendem nunca vão entender pra vcs luan , máximo lap pá tão achando to loko porque , cansei fazer outros focar deus , acho acreditar acreditando nesses mano to tomando cu lá norte ir pro sul sigo mesma trilha viro carne urubu junto parças corre 0 pra vo torra manga rosa pra encontrar algum ser planeta pra mente dar zoom pergunta lá , viajar bebendo rum decidi , vou virar eremita vou trocar escuridão caverna vida pensa fugir coração palpita cansei dessas pessoas , pra vcs pi # % @ olheeeee , passa mente loko poha , então devo ser loko pra carai olheeeee , passa mente outro poha , cês devem ser chato pra carai ( 0x ) ( hiii ) chamaram ali pro jet ( vemm bb ) acho vou tirar met ( olha salve chegano ) cara trouxeram ret ( bic ) vou 0 pra ficar mec chame chame loko , ja cansei dessa putaria foda outros , quero paz pra passar dia ficou escroto , professora mania ficar enchendo saco aula pra prestar atenção algo n queria ( poha ) to ficando cada vez assustado , olhando janela mundo deteriorar cês tão ficando cada vez arrombado , logo menos vai ser crime ser humano pensar consciência diz pra aproveitar tempo anos vida menos horas ultimamente pouco tempo to usando dahora , faz bem mente vale 0 cabeça , justamente pra decifrar noite passada aconteceu umas fita , mano cê acredita , contar peguei skate , dá jet pista skate , encontrei mano andava skate falei vamo tirar skate olhei pra beit , falou gostou shape , n tava falando skate , alô tadini mina fake ( fraga ) adotado , bem dotado literalmente negão caralho ces vão pedi truco , dei baralho pé nessa poha 0 otário sempre lado aliado , irmão davi mano brabo cê conhece deixo avisado encosta mão nele fodo rabo ( huuuu ) encosta mão nele pra ver pá ( huuu ) acho vão querer peitar ( 0x )"
1,"mc lan - xereca - tchau pra ( áudio oficial ) prod . lan rw lançamento 0000 artista : mc lan música : xereca - tchau pra produção : prod . lan rw gênero : funk download direto : URL quer comer graça ? ? baixe agora aplicativo glovo ganhe r 00,00 grátis comer quiser . basta utilizar código 000mq0e fazer compra acima 00 ganhar desconto 00 ! aproveitem tempo limitado . código : 000mq0e divulgue música vídeo : contato ( 00 ) 000000000 EMAIL fazemos banners , webclipes , flyers animados , lyric vídeo , web lyric . instagram : URL soundcloud : URL inscreva-se canal concorra prêmios : URL link vídeo : URL todos direitos reservados . copyright 0000 godoy explode funk ltda ."
1,"nova temporada nada original aproxima conteúdos totalmente 0k . nessa terça feira carnaval deixamos gostinho vir personagens tão queridos todos blocos mijões . visite site : URL curta página facebook : URL siga instagram : nadaoriginaltv siga twitter : nadaoriginaltv inscreva canal subscribe in the channel mijão : direção : humberto rosa thairon mendes criação : victor soares dir . fotografia : rodrigo guimarães coordenação produção : mariana madalena assistentes produção : rodrigo gallo , cynara azevedo renato nunes . som direto : alex copolla figurino : renato nunes maquiagem : graciane vazquez produção : nada original co-produção : red line filmes agradecimento : click loko/ empório vintage/ djeanne salão elenco : victor soares/ humberto rosa/ thairon mendes/ rodrigo gallo/ zeh gustavo elenco apoio : jéssica alves/ beatriz marlene/ carlos henrique pareto/ pedro paret/ gabriel hinasch animação vinheta : vinícius gonçalves música vinheta : daniel drummond voz vinheta : victor soares edição : humberto rosa , thairon mendes victor soares ."
1,"videoclipe oficial faixa en mira , integra álbum esú . *** ative legendas acompanhar letra música enquanto assiste vídeo *** revoluções coisas tão fáceis acontecer . ainda assim , acontecem tempo todo . ano passado tão fácil acontecer , envolveu pessoas , muita inspiração , trabalho descontentamento . pra algumas pessoas , envolveu oportunidade . ainda assim conseguiram alguma mudança , poderia chamar outra coisa , senão revolução ? disso , tão fácil . pra produção antes centralizada rap , agora competir todo país . tão fácil , principalmente , pra trás daquele grito todo mundo ouviu . falo tudo ano passado , toda transformação rap passou , falo ano lírico . falo provar melhor . falo cobrança , pressão , ódio , público obsessivo alguém trás fama . falo depressão . pessoas . pequenas batalhas , pequenas revoluções diárias , importantes : maiores acontecem . revoluções vencidas matam artistas , transformam heróis vilões . ano passado , baco gritava todos . agora , grita própria sanidade . herói , vilão , pessoa . todas revoluções importantes . : quadro branco -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - + ficha técnica : dirigido rafael souza iury taillan direção fotografia : david campbell assistência : edvaldo jr pós-produção : iury taillan participação : djully badu produção : usina films @ usinafilms roteiro realização : base000 @ base000 letra voz : baco exu blues beat : nansy silvvz @ nansysilvvz gravado , mixado masterizado cremenow studio tas -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - + baco exu blues facebook.com/bacooficial instagram.com/exudoblues + spotify URL + contato shows leonardo duque EMAIL 00 00000-0000 + contato imprensa jorge velloso EMAIL 00 00000-0000 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - * * agradecimento especial marcus vinicius , artes xarope mc , ceder residência realização deste videoclipe . * * acesse ajude : URL ( centro valorização vida ) letra baco cadê ano lírico ? cd ano ? tão cobrando to trabalhando mulher brigando amor amo ! nome deus erra tanto ? ainda canto ? irmãos odiando família ta largando grita tanto ? deus ta dormindo vai acabar acordando fala tanto deus ? porque humano ! público entendeu fala , tanto deus porque mano compra arma , quanto tá cano ? to comprando deus habita mim , to libertando flash cegando álcool matando raiva matando expectativa mim , matando homem chora foda-se to chorando ! onde guardei cano ? hoje encosta ouvido fala amo porra , amo ! pedido socorro aplaudindo to matando , porra ! ( 0x ) to matando ta aplaudindo to matando to matando"
1,"mc lan - enéias 00 000 - pau tabela produção : dj felipe original download : divulgue trabalho conosco , contato : EMAIL ( 00 ) 00000-0000 inscreva-se canal fonte funk oficial ouça todos lançamentos : URL baixe todos lançamentos : URL ouça todos lançamentos playlist oficial : URL divulgue trabalho conosco , contato : EMAIL ( 00 ) 00000-0000 inscreva-se canal : URL f n t d f u n k f i c i l"
1,"video mt engraçado"
1,"# umadose # umahistória siga : insta @ cearaemerson facebook : URL video by : @ jimmypalhano"
1,"mc denny mc gw - agride xereca ponta piru divulgue música canal funk . whatsapp : ( 00 ) 000000000 e-mail : EMAIL ( faça orçamento ) facebook : URL facebook : URL facebook : URL download : URL"
1,"0:00 - pc siqueira comenta acusação traição ; 0:00 - bianca camargo desabafa sobre comentários maldosos foto ; assista - desabafa bibis : falsa perfeição redes sociais ! - URL 0:00 - gabi prado rebate seguidora mandou arrumar namorado ; 0:00 - pode existir tanta gente má internet ? , questionou karol pinheiro ; 0:00 : blogueirinha merda desmente treta karol pinheiro : má , debochada - entenda - blogueirinha merda detona colegas : URL ** * colaboraram : lari gioseffi flávia magalhães bora compartilhar colaborar crescimento canal inscreva-se : URL programação deste mês : # horadafofoca vivo : segunda sexta - 00h # falandodemasterchef : quartas - 00h # falandodeyoutubers vivo : sextas - 00h # rapidinhas : sempre surpresa ! parcerias : EMAIL rede : # webtvbrasileira twitter : URL facebook : URL instagram : URL tati martins facebook page : URL facebook perfil : URL instagram : URL marcelo carlos twitter : URL facebook : URL instagram : URL"
1,"playlist funk neymar jr : URL neymar jr - pique milionário ( matheus yurley ) dj rb : URL # neymar # neymarjr # ad inscreva ative notificações ! ewerton futshow : URL vitor silva : URL jesta : URL jorginho neto : URL if editor : URL ricardo ms : URL rafa esporte : URL leandro futshow : URL the best sports : URL davi futshow : URL mr futz : URL ismael football : URL ismael fs0 : URL lp0hd : URL jg comps : URL jean futshow : URL canal multi 0 : URL paulo productions : URL vírus bola : URL njr00 : URL ld00 : URL footts hd : URL __ letra sei gata demais jeito gostoso faz vontade louca traz mexeu cabeça rapaz sei gata demais jeito gostoso faz vontade louca traz mexeu cabeça rapaz decolou caiu viu piroca , abriu decolou caiu viu piroca , abriu decolou caiu viu piroca , abriu decolou caiu viu piroca , abriu vai , vai , vai , vai vai caindo buceta vai , vai , vai , vai vai caindo vai , vai , vai , vai vai caindo buceta vai , vai , vai , vai decolou caiu viu piroca , abriu decolou caiu viu piroca , abriu decolou caiu viu piroca , abriu decolou caiu viu piroca , abriu ative notificações inscreva canal perder nenhum lançamento ! divulgue vídeo amigos ! deus fiel ! tags : mc kevin mc ph - decolou caiu ( gr0 filmes ) mc kevin mc ph - decolou caiu grave ( bass boosted ) mc kevin mc ph - decolou caiu mc kevin mc ph - decolou caiu ( by . letra ) mc kevin mc ph - decolou caiu ( lançamento 0000 ) mc kevin mc ph - decolou caiu ( tipografia ) mc kevin mc ph - decolou caiu ( jorgin dj ) mc kevin mc kevin decolou caiu mc ph mc kevin mc ph mc kevin mc ph decolou caiu mc kevin mc ph decolou neymar neymarjr neymar psg neymar mc neymar funk neymar decolou caiu neymar mc kevin neymar mc ph 0000 funk 0000 funk ifutmagic neymar 0000 lançamento mc lançamento lançamento 0000 mc gr0 explode explode neymar kondzilla kondzilla gr0 neymar vs funk neymar neymar skills funk neymar status amor status whatsapp whatsapp status"
1,"mae tambem assim ? dale like inscreve canal ! redes sociais : instagram : URL facebook : URL twitter : URL twitch : URL ola , nome pablo !"
1,"inscrevam , ativem notificações cliquem gostei . divulgue trabalho conosco : EMAIL inscrevam novo canal : URL artista - mc wostin mc lucca martins música - joga bundao pro ar ano - 0000"
1,". : : inscrevam-se canal : : facebook : URL twitter : URL soundcloud : URL instagram : URL"
1,"solta , bixa paródia-resposta , feita rô vicente , canal bixa rua , clipe solta , nego borel . solta , bixa ( travestis , trans , não-binários ) colocada forma estereotipada homem hetero cis apenas intuito fazer piada brincar causas lutas alheias . conta dessas brincadeiras alvos diariamente preconceito , vistos seres humanos normais sim apenas satisfazer prazer ( sexual humorístico ) outros homens . aberrações podem ser mal encenadas qualquer . insistência homens héteros esnobar estereotipar homens gays afeminados , aqui responder . paródia rô vicente expõe bom humor solidão existência ser bixa dias hoje . ter direito afeto , ser periférico , ser visto objeto sexual estar sempre escondida . dor grande purpurina bilha . solta , bixa vem ser feliz sendo é. ser bixa resistir . ficha técnica artista performan : rô vicente composição letra música : gustavo macedo produção : thais carvalho foto vídeo : geovanna gelan pedro henrique edição : geovanna gelan realização : coletivo artístico queer . vamos compartilhar amor ? vamos ! facebook : URL insta : URL twitter : URL contato : bixa rua : EMAIL"
1,"se-inscreva canal fique atualizado : URL download : URL curta pagina oficial : URL artista : mc brisola música : fudendo psicologico todas danadas - doidona bala produção : dj r0 ano : 0000 gênero : funk putaria , funk , brazil : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : 0000 humildade prevalece ."
1,"entra recinto . coração palpita arrebentando peito . pergunta todos desconfiam . decerto pupilas dilatadas suor encharcam entregaram . respira fundo , tudo perdido . barriga geme , garganta fecha respiração aperta . resta tempo . dirige caixa faz pedido paga . visto conseguiu . agora falta fazer pergunta libertará toda aflição : onde fica banheiro ? elenco : fabio porchat thati lopes making of : URL erros gravação : URL apps games : URL camisas produtos : URL canal porta fundos . lançamos vídeos todas segundas , quintas sábados 00h ."
1,"joga xereca faixa preta vai passar ( lançamento 0k00 ) joga xereca faixa preta vai passar joga xereca faixa preta vai passar"
1,"inscreva-se canal tudo música receba melhores lançamentos . artista/banda : madame música : surra piroca acompanhe ( tudo mùsica ) redes . facebook : URL instagram : URL mùsica : URL"
1,"inscreva-se canal acompanhe todos lançamentos . download direto : contato : ( 00 ) 0000-0000 site : URL facebook : URL artista : torinho digão apresenta : mc digão música : desce pau produção : dj robson mv ano : 0000 gênero : funk atenção ** reenvio deste áudio youtube , autorização legal poderá trazer problemas direito autoral , denúncia canal consequentemente encerramento conta . - todos direitos reservados funk elite # # funkdeelite # mcdigão"
1,"redes sociais : instagram @ fezinhopatatyyoficiall URL pagina URL snapchat fezinhopatatyy0 twitter @ fezinho_patatyy inscrevam-se canal ' voz funk : URL gostou ? ative notificações , inscreva-se canal deixe like compartilhe"
1,"contrate pl santos evento 000 000000000 - falar gk 000 000000000 - gabriel 000 000000000 - cl twitter - URL face - pl santos"
1,"download disponível aplicativo lk music , baixe agora URL inscreva-se canal ative notificações receber lançamentos celular . download URL quer musica canal lk ? envie email EMAIL redes sociais faça orçamento . videofonograma produto original próprio . cópia reenvio resultará grandes precauções canal youtube exclusão ."
1,?
1,"conheça mr diniz : URL nando moura posta vídeo detonando matheus yurley vez chama youtuber zé bosta . matheus yurley responde novamente twitter diz nando moura levantar braços , deus puxa . venom , bbb , matheus yurley outras cagadas ( nando moura ) : URL davy jones memes ! ! ! ( nando moura ) : URL -- contato profissional : EMAIL grupo informantes ny treta : URL fique dentro canal : URL URL fique dentro daniel verçosa ( bom sentido ) : face URL twitter URL insta URL snap danielcardoso00 resumo : todas redes sociais danielcardoso00 fique dentro matheus verçosa ( bom sentido ) : face URL twitter URL insta URL snap math_cv new york treta canal notícias envolve mundo youtube ."
1,"incrivel batalha rei serpentes versus maligno garoto desgraçado , super luta sertão ! blog canal : URL canal rei serpentes : URL canal gamers on : URL canal infinity geek : URL canal the join game : URL canal principal jogos :"
1,"inscreva-se canal tudo música receba melhores lançamentos . artista/banda : cafetão link pra baixar cd : URL música : piroca consola acompanhe ( tudo mùsica ) redes . facebook : URL instagram : URL mùsica : URL"
1,"contato p / shows : ( 00 ) 00000-0000 ( falar vilmar ) instagram @ fezinhopatatyyoficiall URL pagina URL snapchat fezinhopatatyy0 twitter @ fezinho_patatyy gostou ? ative notificações , inscreva-se canal deixe like compartilhe fezinho patatyy - passinho maloka ( dj dn caxias ) URL fezinho patatyy - passinho maloka 0 ( coreografia ) URL fezinho patatyy part . mc denny - passinho maloka 0 ( lançamento 0000 ) URL atenção ! reenvio deste videofonograma youtube , autorização legal poderá trazer problemas direito autoral , denúncia canal consequentemente encerramento conta . envie youtube conteúdo original ."
1,"sei letra avacalhada anteriores assim gostaste vídeo faz gosto partilha redes sociais : p ajuda imenso divulgação : ) redes sociais : facebook : URL instagram : URL twitter : URL soundcloud : URL canal extras/bloopers : URL visita site w00d URL agradecimentos : sílvia sousa david salgado diogo jorge"
1,"mc denny - bota xereca peça ( áudio oficial ) lançamento 0000 artista : mc denny música : bota xereca peça produção : dj renan diniz gênero : funk download direto : URL divulgue música vídeo : contato ( 00 ) 000000000 EMAIL facebook : URL soundcloud : URL inscreva-se canal concorra prêmios : URL link vídeo : URL todos direitos reservados . copyright 0000 godoy explode funk ltda ."
1,"baixa aqui URL inscrevam-se canal ative notificações ! funk # divulgação # lançamento # 0000 favela funk crime nego borel mc denny - tentei - ( rennan penha ) web clipe nego borel mc denny - tentei - ( rennan penha ) web clipe nego borel mc denny - tentei - ( rennan penha ) web clipe web clipe criado ph music0 ! letra : nego borel feat . rennan penha - tentei tentei gostei esforçei pra caramba ai amei nao deu agora parceiro vou descaralhar separei tou baile gaiola namora otario namorar caralho sai , sai namorar caralho sai , sai namorar caralho tou baile gaiola namora otario namorar caralho sai , sai namorar caralho sai , sai namorar caralho nego borel feat . rennan penha - tentei nego borel feat . rennan penha - namorar caralho nego borel feat . rennan penha - tou baile gaiola namora otario nego borel - tentei , tou baile gaiola namora otário ( ( dj rennan penha ) ) nego borel - baile penha 0000 nego borel - baile gaiola 0000"
1,"ouça spotify URL perguntei nada mussa ft . mv bill outras plataformas : URL inscreva-se nesse novo canal URL bastidores videoclipe : URL gravado câmera cinema grande produção , nova música perguntei nada participação especial rapper mv bill , clipes aguardados fãs internet . mussa , sucesso youtube raps criativos famosa série batalha youtubers , apostando agora carreira músico , focando trabalho sério profissional , voltado mercado música . novo canal , criado exclusivamente lançamentos autorais passa 000 mil seguidores apenas 0 lançamento , promete alcançar 0 milhão final ano . produção musical : wzy compositores : mussa mv bill mixagem/master : wzy master plataformas : ossia produção executiva : @ thatamnz roteiro : @ mussoumano / @ thatamnz assistente produção : vitor carlos coreografia : bel revers direção : @ fabioksouza / @ thatamnz / @ mussoumano colorista : hudson martins edição finalização : hudson martins imagens : @ fabioksouza assistente direção : bego figurino : @ thatamnz @ mussoumano making-of : daniel cajal - URL edição making-of : @ atilasmatheus iluminação/elétrica : dill make-up : @ glamazonnbeauty elenco : bel revers , nayara coelho , nathalia , franco , bianca , gabi dutra . apoiadores : pousada chácara rio jordão - URL bokitos - URL pizzaria don dani - URL milkietv - URL agradecimentos : dia estúdio dill . colabore legendando clipe : URL letra : genius : URL mussa - perguntei nada part . mv bill f * perguntei perguntei , nada ! f * perguntei irmão perguntei , nada ! f * perguntei perguntei , nada ! f * , f * , f * , f * ! f * , f * , f * , f * ! f * perguntei devia ter dado trela ( , , ! ) passa numero opnião sabe dia ligo pra ! ahhhh ! rima igual soco estômago calando guardinha rap incomodo criticar sei cômodo lagartixa , dragão komodo to pique pra estourar decibéis mano bill chegou feat , entao trap ques enquanto mandam hit mano , trago 00 tipo mito nesse beat , monstro lago ness tão pequenos perto mim , parecem bonsai tentando ser ruim , verso bom sai quê palpitar ? ibope tá ? fundo ces tudo uns hipócrita então , foda-se vcs ! querendo avaliar chegou zoando beat aqui pra variar falam mim querem angariar ces rimando parecem simone simaria geração toda louca fama comecei novo mano , liguei pra grana rap nacional ? sei vai rolar drama . desculpa real , vcs holograma ! f * perguntei perguntei , nada ! f * perguntei irmão perguntei , nada ! f * perguntei perguntei , nada ! f * , f * , f * , f * ! f * , f * , f * , f * ! quero ouvir resposta algo nao perguntei venha matéria repetida querendo ensinar ja sei papo derrota , abraço , pra mim ta cogitacao sabe dia fique preocupado ligue pra saber sobre opinião , ! mandadão zé povinho fica conspiracao sapatinho fazendo caveira tá foco amizade verdadeira nao troco , nada ! vários morreram estrada , comportamento feio mim agrada invejo fala , sempre deixa pala segue defecando boca abala perde tempo preciso querendo opinar sobre vida luta trabalhando fim prosperar passa mal falador , desinibido , vergonha faz ve coisa preta dura roxa pro lado adianta fazendo sinal paz trabalha fofoca , fica foca mano mothafoca , choro toca piso cima quero ! f * perguntei perguntei , nada ! f * perguntei irmão perguntei , nada ! f * perguntei perguntei , nada ! f * , f * , f * , f * ! f * , f * , f * , f * ! vai cuidar vida irmão fala , nao devo satisfacao to ligado , quer atencao , entendi diferenca pizza opnião ? pizza pedi ! pizza pedi ! pizza pedi ! respeita pode chegar onde gente chegou ! contato profissional : EMAIL"
1,"calabouço produtora 0000 perimetrurbano - sinto beat : augusto josé letra : maverick , seth , tkr mix / master : augusto josé arte capa : fluxo marginal ( josé bruno ) letra sinto ( maverick ) parei pra escrever sobre acontece vida ta desgraça rap fortalece/ vieram dizer to loco besteira oitão caneta to meio fronteira/ vejo sol nascer nele regenero , devagar corpo brilha sorriso sincero , tudo passa/ casa fica velha , vida desgasta/ maldade homem algo nunca acaba/ vejo sombra corpo gata sobre luz fundo , mente salta , boca cala , faz esquecer mundo estresse vem fala presto diga algo nao sei porque detesto/ perco desejos enquanto espero vício , arrisco pixo lixo , fixo bolso ta zero / 0x boto boné fecho cara chamado bandido pau cu arrombado tenta acabar comigo , voltando sinto , minto , depende pra quem/ vida ta foda foda nao confio zen/ procuro paz tento acalmar/ rua convida , adrenalina arrasta , consigo ficar queto vem tira desse tédio , olho pra cima imagino caindo daquele prédio/ verso apego universo paralelo , cada linha palhinha caos / disperso volta fala vai dar certo nao quer nada comigo quer sempre perto mae vem lembrar pra tomar cuidado fez forte , fez homem sigo blindado fez compreender verdadeiro sentimento nao preto , nao branco vermelho aqui dentro / 0x ( seth ) madrugada , barulho passada mão obra entorpecida filhos mata queimada/ desvio governo trata povo nada fé vem perturbando desacreditava chapa/ luz treva desse caos terra , calma , ilumine verdade visores alma faça arte tarde livre-se traumas / 0x imaginava nada cantata controlando ritimia fala hora errada encontraria alegria onde vê nada / 0x ainda madrugada calada calçada mente acende corpo traga dessas palavra faço fuga rotina trava , ! tô relento penso lento sempre frio lembro orgulho tosco ofensas serviu/ loca roupa cheiro refil , ! olhar colorido despedir sumiu arrepio instigando navio inspirando dever nessa pátria pariu/ escrever ler contrapor imbecil / # calaboucoprodutora # perimetrurbano # fluxomarginal # augustojose # manicomiobeats # beatsxtrp"
1,"siga facebook : URL siga instagram : URL baixe agora : URL . . . música : loop caralho artista : dj meury baixe agora : URL copyright 0000 dj marcos icoaraci ltda . todos direitos reservados ."
1,"instagram : URL página : URL link canal 00 : URL"
1,"download direto : URL instagram : URL twitter : URL facebook : URL grupo whats : URL jéhlançafunk - 0000 todos direitos reservados . # jéhlançafunk"
1,"mc lan primeiramente clipe mc lan terceiramente mc lan primeiramente mc lan presidente mc lan senta roda mc lan mc wm download- URL"
1,"mc mãozinha - nasci pobre nasci otario ( dj nene mpc ) exlusiva download direto - URL mundo funk oficial - 0000 todos direitos reservado . contato oficial . e-mail EMAIL vídeo neste canal ? gostaria remove-lo . mande e-mail explicando causas iremos remover vídeo seguida , pedimos compreensão todos ."
1,"fique atualizado : URL download : URL redes sociais : facebook : URL instagram : URL twitter : URL soundcloud : URL todos direitos reservados ."
1,"= = curtam nosa fanpage = = URL ======================================= contatos EMAIL / EMAIL ==========================================="
1,"bolsonaro chama repórter rede tv idiota ignorante siga-nos : URL URL"
1,"dizer eh aí . desculpem erros ."
1,"download : URL"
1,"mc denny - desce xereca cima piroca mc denny divulgue música canal funk . whatsapp : ( 00 ) 000000000 e-mail : EMAIL ( faça orçamento ) instagram : URL facebook : URL download : URL"
1,"download disponível aplicativo lk music , baixe agora URL inscreva-se canal ative notificações receber lançamentos celular . download URL quer musica canal lk ? envie email EMAIL redes sociais faça orçamento . videofonograma produto original próprio . cópia reenvio resultará grandes precauções canal youtube exclusão ."
1,"novo sucesso youtube música : dr zeh video top URL URL música : dona balada diz piriguete vc bunda ninguem rebola pra ver vestido sei porque detona pra ser dona balada outra vez diz piriquete vc bunda ninguem levei piriguete gostosa sonhei embora perdi , outra piri . logo ali agora sei confiança dei foda , sofri muita periguete ai vídeo clip oficial música : dona balada ."
1,"peidos engraçados gato tom : quero peidar , segurando ! [ frases poemas ] peidos engraçados gato tom , vão fazer rolar rir , kkkkkkkkk ! vai dar muita risada alto bom som , hahahaha ! pois vídeos peidos engraçados mundo internet ! tudo escrito falado mim ! frases poemas - quotes and poems escrito - written by : pericles . ( myself ) copyright all rights reserved ."
1,"rosicleide , franca . bom dia cacete pra vc recebe tipo msgm 00:00 curta , comente compartilhehehehehehehehehe ."
1,"mc denny , mc gw , mc kitinho mc kr - bate bundão chão - senta put * gostosa ( prod . kr ) exclusiva megatrom artista : mc kr , mc denny , mc gw mc kitinho música : bate bundão chão - senta put * gostosa ano : 0000 gênero : funk , download : URL mc denny , mc gw , mc kitinho mc kr - bate bundão chão - senta put * gostosa ( prod . kr ) exclusiva megatrom"
1,"compre livros link ajude crescimento canal : URL tempo ler , ouça [ 00 % desconto anualidade ] : URL segue lá instagram ( vou começar frequentar lá ! ) : @ sejaumapessoamelhor participe família pessoa melhor facebook : URL contato profissional : whatsapp business : 00 00000 0000 e-mail : EMAIL mandar mensagens adoro receber : EMAIL ( copie cole pra confundir ! : d ) enviar livros presentes : caixa postal : 00 cep 00000000 virgínia - mg cursos recomendados : pra quer ler melhor lembrar tudo : vídeo sobre leitura eficaz : URL link desconto curso leitura eficaz : URL técnica estudo memorização : link desconto curso mapas mentais : URL acesse mídias sociais acompanhe postagens legais pessoa melhor : URL URL URL quer fazer animações : URL agradecimento pessoal : laura dornelles , paulo felisbino , luis carlos monaro , gabriel figueira , lucas junior almeida , edson costa , ana crevilaro , raquel hellen figueiredo , vitor fonseca , amanda nunes , alex koiti matunaga , germano jatobá rodolfo benitez apoiam canal meio URL"
1,"espero gostem ! twitter : URL instagram : URL facebook : URL vine : URL snapchat : cellbit amigos : - alan : URL - calango : URL - felps : URL - guaxinim : URL - marqueszero : URL - phoenixbr : URL - pk : URL - zelune : URL contato profissional : EMAIL mande coisos maneiros : rafael lange caixa postal 00 carazinho - rs cep : 00000-000"
1,"informação bem valioso . extraí-la autoridades capazes fazer qualquer coisa , importa atrocidade . fbi deixa suspeitos dormirem , cia fotografa nus , pm enfia porrada . extração eficaz , preciso adaptar suspeito . uns , tortura cargas eletro choque . outros , pau-de-arara , assistir meia hora tv aberta . vez descoberta fraqueza , informações vazam parar . elenco : antonio tabet gregorio duvivier luis lobianco rafael infante making of : URL baixe games : google play : URL apple store : URL windows phone : URL camisas : URL livro : URL app android : URL app iphone - URL app windows phone : URL canal porta fundos . lançamos vídeos todas segundas , quintas sábados 00h ."
1,"apelidos forma identificação intimista . geralmente , escolhido pessoa próxima , amigo conhece bem , sabe gosta , deixa feliz , sabe escolher apelido vai odiar tudo . elenco antonio tabet pedro benevides rafael portugal making of : URL baixe app porta android : URL ios : URL tradução legendagem melissa prado josniel rodriguez canal porta fundos . lançamos vídeos todas segundas , quintas sábados 00h ."
1,"alguém fala atrás : ei viado , ei viado . olha finge ? ar pegadinha ei viado -- - instagram : URL twitter : URL facebook : URL snapchat : davidmafra0 periscope : davidmafra0 -- - tradução : URL design animações : URL URL imagens : david mafra productions -- - ultilização comercial deste vídeo , entrar contato email EMAIL -- - músicas extraídas biblioteca youtube"
1,"informamos vídeo possui sinopse porque pessoa escreve extremamente ocupada renomeando pastas computador . elenco fabio porchat thati lopes making of : URL baixe app porta android : URL ios : URL tradução legendagem melissa prado josniel rodriguez canal porta fundos . lançamos vídeos todas segundas , quintas sábados 00h ."
1,"sucesso primeiro episódio quadro , finalmente chegamos fifth harmony camila , ansioso fazer temática , espero gostem ! ! ! contato : EMAIL endereço pra enviar correspondências : rios , bahia rua : rua palame n000 bairro : centro diogo bellau cep : 00000-000 redes sociais : facebook : URL twitter : URL instagram : URL youtube : URL snapchat : URL"
1,"mc w.o - bundão ( mc w.o oficial ) salve família lançando ai primeira musica canal , musica gravada forma independente , espero gostem ! breve novidades ai então ligue aqui canal mc w.o tamo junto d +"
